name,review_count,categories,latitude,longitude,rating,price,neighbourhood,city,address
Millie's Homemade Ice Cream,390,"Ice Cream & Frozen Yogurt,Sandwiches",40.4578599,-79.9254799,4.5,$,Shadyside,Pittsburgh,"232 S Highland Ave,Pittsburgh, PA 15206"
Casbah,445,"Greek,Mediterranean,Cocktail Bars",40.45814,-79.9248,4.0,$$$,Shadyside,Pittsburgh,"229 S Highland Ave,Pittsburgh, PA 15206"
Mercurio's Shadyside,376,"Pizza,Gelato",40.45165,-79.93299,4.0,$$,Shadyside,Pittsburgh,"5523 Walnut St,Pittsburgh, PA 15232"
Senyai Thai Kitchen,220,"Thai,Seafood,Noodles",40.4576253,-79.9288277,4.5,$$,Shadyside,Pittsburgh,"5865 Ellsworth Ave,Pittsburgh, PA 15232"
Choolaah,322,Indian,40.460266,-79.923461,4.0,$$,Shadyside,Pittsburgh,"6114 Centre Ave,Pittsburgh, PA 15206"
Muddy Waters Oyster Bar,568,"Cocktail Bars,Cajun/Creole,Seafood",40.4602070145253,-79.925226,4.5,$$,Shadyside,Pittsburgh,"130 S Highland Ave,Pittsburgh, PA 15206"
Tocayo Taqueria & Tequila,150,Tacos,40.45122,-79.93223,4.5,$$,Shadyside,Pittsburgh,"810 Ivy St,Pittsburgh, PA 15232"
Cafe Moulin,295,"Breakfast & Brunch,French,Coffee & Tea",40.4516222360555,-79.9331853806125,4.0,$$,Shadyside,Pittsburgh,"732 Filbert St,Pittsburgh, PA 15232"
Soba,369,"Asian Fusion,Japanese,Korean",40.45713,-79.92961,4.0,$$$,Shadyside,Pittsburgh,"5847 Ellsworth Ave,Pittsburgh, PA 15232"
P&G's Pamela's Diner,299,Breakfast & Brunch,40.4515828357537,-79.9328698390366,4.0,$$,Shadyside,Pittsburgh,"5527 Walnut St,Pittsburgh, PA 15232"
Girasole Restaurant,456,Italian,40.45121,-79.93462,4.0,$$,Shadyside,Pittsburgh,"733 Copeland St,Pittsburgh, PA 15232"
Acorn Pittsburgh,161,American (New),40.45129,-79.93259,4.5,$$$,Shadyside,Pittsburgh,"5528 Walnut St,Pittsburgh, PA 15232"
Yelp Elite Month @ Tocayo Taqueria & Tequila,73,Yelp Events,40.45122,-79.93223,4.5,$,Shadyside,Pittsburgh,"810 Ivy St,Pittsburgh, PA 15232"
Shady Grove,292,American (Traditional),40.45096,-79.93359,4.0,$$,Shadyside,Pittsburgh,"5500 Walnut St,Pittsburgh, PA 15232"
Pasha Cafe Lounge,132,"Mediterranean,Turkish,Breakfast & Brunch",40.4510208759075,-79.9320307374001,4.5,$$,Shadyside,Pittsburgh,"808 Ivy St,Pittsburgh, PA 15232"
Point Brugge Café,604,Belgian,40.45003,-79.91385,4.5,$$,Shadyside,Pittsburgh,"401 Hastings St,Pittsburgh, PA 15206"
Adda Coffee & Tea House,126,Coffee & Tea,40.4587819423888,-79.9252286377859,4.5,$,Shadyside,Pittsburgh,"200 South Highland Ave,Pittsburgh, PA 15206"
Daphne Cafe,167,"Mediterranean,Turkish",40.4563938195113,-79.9305386851092,4.0,$$,Shadyside,Pittsburgh,"5811 Ellsworth Ave,Pittsburgh, PA 15232"
Mad Mex - Shadyside,353,"Mexican,Tex-Mex",40.458283,-79.925318,3.5,$$,Shadyside,Pittsburgh,"220 S Highland Ave,Pittsburgh, PA 15206"
Arriviste Coffee Bar,86,"Coffee & Tea,Desserts",40.45525,-79.93121,4.5,$,Shadyside,Pittsburgh,"5730 Ellsworth Ave,Pittsburgh, PA 15232"
Prantl's Bakery,250,"Bakeries,Desserts,Custom Cakes",40.45167,-79.93291,4.0,$,Shadyside,Pittsburgh,"5525 Walnut St,Pittsburgh, PA 15232"
The Yard Gastropub,337,"American (New),Gastropubs,Burgers",40.4513696,-79.9341804,3.5,$$,Shadyside,Pittsburgh,"736 Bellefonte St,Pittsburgh, PA 15232"
Con Alma,75,"Jazz & Blues,Latin American,Cocktail Bars",40.45769,-79.92793,4.5,$$,Shadyside,Pittsburgh,"5884 Ellsworth Ave,Pittsburgh, PA 15232"
Umi,157,Japanese,40.45713,-79.92961,4.0,$$$$,Shadyside,Pittsburgh,"5847 Ellsworth Ave,Pittsburgh, PA 15232"
BRGR,470,"Burgers,American (Traditional)",40.4599150051422,-79.9256637245782,3.5,$$,Shadyside,Pittsburgh,"5997 Centre Ave,Pittsburgh, PA 15206"
Bird On The Run,248,Chicken Shop,40.460241,-79.925332,4.0,$$,Shadyside,Pittsburgh,"128 S Highland Ave,Pittsburgh, PA 15206"
The Inn on Negley,56,"Bed & Breakfast,Tea Rooms,Breakfast & Brunch",40.45336,-79.93149,4.5,$$$,Shadyside,Pittsburgh,"703 S Negley Ave,Pittsburgh, PA 15232"
Masala House Indian Bistro,123,Indian,40.45521,-79.94362,4.5,$$,Shadyside,Pittsburgh,"5102 Baum Blvd,Pittsburgh, PA 15224"
Paris 66,261,"French,Brasseries,Bars",40.459956,-79.92427,3.5,$$,Shadyside,Pittsburgh,"6018 Centre Ave,Pittsburgh, PA 15206"
Fujiya Ramen,127,"Ramen,Izakaya",40.4505,-79.93514,4.0,$$,Shadyside,Pittsburgh,"815 S Aiken Ave,Pittsburgh, PA 15232"
Everyday Noodles,747,"Chinese,Noodles",40.438262,-79.920082,4.0,$$,Shadyside,Pittsburgh,"5875 Forbes Ave,Pittsburgh, PA 15217"
Phipps Conservatory and Botanical Gardens,354,"Botanical Gardens,Parks",40.439248,-79.947347,4.5,$,Shadyside,Pittsburgh,"1 Schenley Park,Pittsburgh, PA 15213"
Pizza Perfectta,133,Pizza,40.45723,-79.92535,4.0,$$,Shadyside,Pittsburgh,"258 S Highland Ave,Pittsburgh, PA 15206"
Cafe Zinho,97,"Portuguese,Mediterranean",40.45783,-79.92755,4.0,$$,Shadyside,Pittsburgh,"238 Spahr St,Pittsburgh, PA 15232"
Stack'd Burgers - Shadyside,185,"Burgers,Pubs,American (Traditional)",40.455722,-79.93142,3.5,$$,Shadyside,Pittsburgh,"5741 Ellsworth Ave,Pittsburgh, PA 15232"
Szechuan Spice,98,"Sushi Bars,Szechuan,Hot Pot",40.45701,-79.93346,4.0,$$,Shadyside,Pittsburgh,"5700 Centre Ave,Pittsburgh, PA 15206"
Whitfield,261,American (New),40.46094,-79.92648,4.0,$$,Shadyside,Pittsburgh,"120 S Whitfield St,The Ace Hotel,Pittsburgh, PA 15206"
Zeke's Coffee,124,"Cafes,Coffee & Tea",40.4615,-79.92399,4.5,$,Shadyside,Pittsburgh,"6015 Penn Ave,Pittsburgh, PA 15206"
La Feria,104,"Latin American,Peruvian",40.45171,-79.93283,4.0,$$,Shadyside,Pittsburgh,"5527 Walnut St,Pittsburgh, PA 15232"
The Urban Tap,175,"Gastropubs,American (Traditional)",40.45835,-79.92533,3.5,$$,Shadyside,Pittsburgh,"216 S Highland Ave,Pittsburgh, PA 15206"
Two Sisters,152,Vietnamese,40.46291,-79.92396,4.5,$$,Shadyside,Pittsburgh,"216 N Highland Ave,Pittsburgh, PA 15206"
Dinette,165,Pizza,40.459593019833,-79.9255407974124,3.5,$$,Shadyside,Pittsburgh,"5996 Centre Ave,Pittsburgh, PA 15206"
Five Points Artisan Bakeshop,120,"Bakeries,Desserts",40.4443398,-79.916832,5.0,$,Shadyside,Pittsburgh,"6520 Wilkins Ave,Pittsburgh, PA 15217"
Kelly's Bar & Lounge,181,"Lounges,American (Traditional)",40.4599920866432,-79.9244865083206,3.5,$$,Shadyside,Pittsburgh,"6012 Penn Cir S,Pittsburgh, PA 15206"
Jitters Cafe,77,"Coffee & Tea,Ice Cream & Frozen Yogurt",40.45182,-79.9324199,4.0,$,Shadyside,Pittsburgh,"5541 Walnut St,Pittsburgh, PA 15232"
Waffallonia,313,"Desserts,Ice Cream & Frozen Yogurt,Waffles",40.43769,-79.92283,4.5,$,Shadyside,Pittsburgh,"1709 Murray Ave,Pittsburgh, PA 15217"
The Coffee Tree Roasters,156,Coffee & Tea,40.45123,-79.93275,3.5,$,Shadyside,Pittsburgh,"5524 Walnut St,Pittsburgh, PA 15232"
Apteka,316,"Vegan,Bars,Modern European",40.46565,-79.94933,4.5,$$,Shadyside,Pittsburgh,"4606 Penn Ave,Pittsburgh, PA 15224"
Social,275,"American (New),Gastropubs",40.4567094758718,-79.9161638968201,3.0,$$,Shadyside,Pittsburgh,"6425 Penn Ave,Pittsburgh, PA 15206"
honeygrow,151,"Salad,Noodles,Vegetarian",40.4611774108608,-79.9246995536391,4.0,$$,Shadyside,Pittsburgh,"105 S Highland Ave,Pittsburgh, PA 15206"
Spak Brothers Pizza and More,273,"Pizza,Salad",40.46516,-79.94253,4.0,$,Shadyside,Pittsburgh,"5107 Penn Ave,Pittsburgh, PA 15224"
YinzBurgh BBQ,192,"Barbeque,Southern",40.454734,-79.946451,4.0,$$,Shadyside,Pittsburgh,"4903 Baum Blvd,Pittsburgh, PA 15213"
Le Mardi Gras,61,"Dive Bars,Bagels,Lounges",40.45126,-79.9346599,4.0,$,Shadyside,Pittsburgh,"731 Copeland St,Pittsburgh, PA 15232"
Mola,117,"Sushi Bars,Cocktail Bars",40.4610694442199,-79.924216077817,4.5,$$,Shadyside,Pittsburgh,"6018 Penn Ave,Pittsburgh, PA 15206"
Taiwanese Bistro Cafe 33,290,"Taiwanese,Noodles,Seafood",40.4376110828313,-79.9191114696594,4.5,$$,Shadyside,Pittsburgh,"1711 Shady Ave,Pittsburgh, PA 15217"
Yoshino,35,"Japanese,Sushi Bars",40.45087,-79.93392,4.5,$,Shadyside,Pittsburgh,"5440 Walnut St,Pittsburgh, PA 15232"
Diners 2+1,129,"Sushi Bars,Poke",40.437278,-79.923033,5.0,$$,Shadyside,Pittsburgh,"1722 Murray Ave 1FL,Pittsburgh, PA 15217"
Carnegie Museum of Natural History,140,Museums,40.44341,-79.94884,4.5,$,Shadyside,Pittsburgh,"4400 Forbes Ave,Pittsburgh, PA 15213"
Spork,163,"Tapas/Small Plates,Italian,Cocktail Bars",40.46448,-79.93537,4.0,$$$,Shadyside,Pittsburgh,"5430 Penn Ave,Pittsburgh, PA 15206"
Tana Ethiopian Cuisine,154,Ethiopian,40.4606323242188,-79.9269104003906,4.0,$$,Shadyside,Pittsburgh,"5929 Baum Blvd,Pittsburgh, PA 15206"
Lorelei,74,Bars,40.4603833133257,-79.9254375323653,4.5,$$,Shadyside,Pittsburgh,"124 S Highland Ave,Pittsburgh, PA 15206"
Union Grill,416,American (Traditional),40.44482,-79.94842,4.0,$$,Shadyside,Pittsburgh,"413 S Craig St,Pittsburgh, PA 15213"
Station,243,"Cocktail Bars,American (New),Breakfast & Brunch",40.461161,-79.948517,4.0,$$,Shadyside,Pittsburgh,"4744 Liberty Ave,Pittsburgh, PA 15224"
5801 Video Lounge and Café,84,"Gay Bars,American (Traditional)",40.456276,-79.9307543,4.0,$$,Shadyside,Pittsburgh,"5801 Ellsworth Ave,Pittsburgh, PA 15232"
Commonplace Coffee,105,"Coffee & Tea,Bakeries,Coffee Roasteries",40.4647789001465,-79.9334182739258,4.5,$,Shadyside,Pittsburgh,"5467 Penn Ave,Pittsburgh, PA 15206"
Soju,134,"Korean,Bars,American (New)",40.46536,-79.94431,4.5,$$,Shadyside,Pittsburgh,"4923 Penn Ave,Pittsburgh, PA 15224"
Tessaro's,452,"Steakhouses,Burgers,American (Traditional)",40.46278,-79.95064,4.0,$$,Shadyside,Pittsburgh,"4601 Liberty Ave,Pittsburgh, PA 15224"
Friendship Perk and Brew,90,"Breakfast & Brunch,Coffee & Tea,Sandwiches",40.4620144,-79.940666,4.5,$,Shadyside,Pittsburgh,"300 S Pacific Ave,Pittsburgh, PA 15224"
Butterjoint,210,"American (New),Bars",40.4499759734743,-79.9507371864515,4.0,$$,Shadyside,Pittsburgh,"214 N Craig St,Pittsburgh, PA 15213"
Ritter's Diner,261,"Diners,American (Traditional),Breakfast & Brunch",40.4564001019043,-79.9412396,3.5,$,Shadyside,Pittsburgh,"5221 Baum Blvd,Pittsburgh, PA 15224"
William Penn Tavern,110,"Sports Bars,American (Traditional)",40.451445220945,-79.933732551313,3.5,$,Shadyside,Pittsburgh,"739 Bellefonte St,Pittsburgh, PA 15232"
Thai Cuisine,259,Thai,40.4625496053045,-79.9497600693115,4.0,$$,Shadyside,Pittsburgh,"4627 Liberty Ave,Pittsburgh, PA 15224"
Commonplace Coffee,193,"Coffee & Tea,Bakeries,Coffee Roasteries",40.4382,-79.9218999,4.5,$,Shadyside,Pittsburgh,"5827 Forbes Ave,Pittsburgh, PA 15217"
Hidden Harbor,189,"Cocktail Bars,Caribbean,Tiki Bars",40.4376509,-79.9195142,4.5,$$,Shadyside,Pittsburgh,"1708 Shady Ave,Pittsburgh, PA 15217"
Gaby Et Jules,229,"Bakeries,French,Macarons",40.438345,-79.921365,4.0,$$,Shadyside,Pittsburgh,"5837 Forbes Ave,Pittsburgh, PA 15217"
Sushi Too,155,"Sushi Bars,Japanese,Seafood",40.45077,-79.93416,3.0,$$,Shadyside,Pittsburgh,"5432 Walnut St,Pittsburgh, PA 15232"
Turkish Grille,117,"Turkish,Middle Eastern,Mediterranean",40.4521037,-79.9506159,4.5,$$,Shadyside,Pittsburgh,"272 Melwood Ave,Pittsburgh, PA 15213"
Thai Gourmet,203,Thai,40.463137,-79.9514861,4.5,$$,Shadyside,Pittsburgh,"4505 Liberty Ave,Pittsburgh, PA 15224"
DiAnoia's Eatery,672,"Delis,Italian,Breakfast & Brunch",40.455,-79.97874,4.5,$$,Shadyside,Pittsburgh,"2549 Penn Ave,Pittsburgh, PA 15222"
Smiling Banana Leaf,508,Thai,40.47591,-79.91954,4.0,$$,Shadyside,Pittsburgh,"5901 Bryant St,Pittsburgh, PA 15206"
The Fire Side Public House,195,"American (New),Gastropubs,Sandwiches",40.46038,-79.91937,4.0,$$,Shadyside,Pittsburgh,"6290 Broad St,Pittsburgh, PA 15206"
Cathedral of Learning,117,"Colleges & Universities,Museums",40.444196790951,-79.9534454450531,4.5,$,Shadyside,Pittsburgh,"4200 5th Ave,University of Pittsburgh,Pittsburgh, PA 15289"
The Porch at Schenley,663,"American (New),Italian,Breakfast & Brunch",40.442777,-79.953151,3.5,$$,Shadyside,Pittsburgh,"221 Schenley Dr,Schenley Plz,Pittsburgh, PA 15213"
Banh Mi & Ti,274,"Vietnamese,Cafes,Bubble Tea",40.472145273083,-79.9589364429569,4.5,$,Shadyside,Pittsburgh,"4502 Butler St,Pittsburgh, PA 15201"
Mount Everest Sushi,217,"Asian Fusion,Sushi Bars,Poke",40.44159,-79.95728,4.5,$,Shadyside,Pittsburgh,"128 Oakland Ave,Pittsburgh, PA 15213"
Dobra Tea,204,Tea Rooms,40.4349648,-79.9228082,4.5,$,Shadyside,Pittsburgh,"1937 Murray Ave,Pittsburgh, PA 15217"
Turkish Kebab House,165,Turkish,40.438175,-79.922191,4.5,$$,Shadyside,Pittsburgh,"5819 Forbes Ave,Pittsburgh, PA 15217"
Cappy's Cafe,78,"Bars,American (Traditional)",40.45108,-79.93437,3.5,$,Shadyside,Pittsburgh,"5431 Walnut St,Pittsburgh, PA 15232"
Las Palmas,231,Mexican,40.43891,-79.95531,4.5,$,Shadyside,Pittsburgh,"326 Atwood St,Pittsburgh, PA 15213"
Redhawk Coffee,153,"Coffee & Tea,Food Trucks",40.4407077,-79.9586246,5.0,$,Shadyside,Pittsburgh,"120 Meyran Ave,Pittsburgh, PA 15213"
Espresso a Mano,344,Coffee & Tea,40.4660987854004,-79.9651412963867,4.5,$,Shadyside,Pittsburgh,"3623 Butler St,Pittsburgh, PA 15201"
Mario's East Side Saloon,106,"Sports Bars,Venues & Event Spaces,Sandwiches",40.45094,-79.93386,3.0,$$,Shadyside,Pittsburgh,"5442 Walnut St,Pittsburgh, PA 15232"
Ginza,175,"Japanese,Sushi Bars",40.4612998962402,-79.9488983154297,4.0,$$,Shadyside,Pittsburgh,"4734 Liberty Ave,Pittsburgh, PA 15224"
Tamarind,266,Indian,40.45115,-79.95197,4.0,$$,Shadyside,Pittsburgh,"257 N Craig St,Pittsburgh, PA 15213"
Park Bruges,300,"Belgian,American (New)",40.47617,-79.92055,4.0,$$,Shadyside,Pittsburgh,"5801 Bryant St,Pittsburgh, PA 15206"
The Milk Shake Factory,58,"Desserts,Ice Cream & Frozen Yogurt",40.46103,-79.9246,4.0,$,Shadyside,Pittsburgh,"6000 Penn Ave,Pittsburgh, PA 15206"
Caffe Mona La Bistro,342,"Breakfast & Brunch,French",40.465725,-79.95432,4.0,$$,Shadyside,Pittsburgh,"4200 Penn Ave,Pittsburgh, PA 15224"
Commerce Bar,26,"Speakeasies,Cocktail Bars",40.46033,-79.925519,5.0,$,Shadyside,Pittsburgh,"128 S Highland Ave,Pittsburgh, PA 15206"
Dave & Andy's,289,Ice Cream & Frozen Yogurt,40.4409118741751,-79.9573467671871,4.5,$,Shadyside,Pittsburgh,"207 Atwood St,Pittsburgh, PA 15213"
Fat Heads Saloon,805,"American (Traditional),Salad,Chicken Wings",40.42897,-79.98022,4.0,$$,Shadyside,Pittsburgh,"1805 E Carson St,Pittsburgh, PA 15203"
Crepes Parisiennes,174,"Creperies,French",40.4460678100586,-79.9486389160156,4.0,$$,Shadyside,Pittsburgh,"207 S Craig St,Pittsburgh, PA 15213"
Bitter Ends Luncheonette,89,"Diners,Sandwiches,Breakfast & Brunch",40.46257,-79.95034,4.5,$$,Shadyside,Pittsburgh,"4613 Liberty Ave,Pittsburgh, PA 15224"
Showcase BBQ,116,Barbeque,40.4581,-79.90598,4.5,$,Shadyside,Pittsburgh,"6800 Frankstown Ave,Pittsburgh, PA 15208"
I Tea Cafe,91,"Taiwanese,Bubble Tea",40.45219,-79.93422,3.0,$$,Shadyside,Pittsburgh,"709 Bellefonte St,Pittsburgh, PA 15232"
Hofbrauhaus Pittsburgh,817,"German,Breweries,Bars",40.428768,-79.964499,4.0,$$,Shadyside,Pittsburgh,"2705 S Water St,Pittsburgh, PA 15203"
Spice Island Tea House,340,"Asian Fusion,Tea Rooms,Thai",40.44003,-79.95601,4.0,$$,Shadyside,Pittsburgh,"253 Atwood St,Pittsburgh, PA 15213"
People's Indian Restaurant,135,Indian,40.46494,-79.94122,4.0,$$,Shadyside,Pittsburgh,"5147 Penn Ave,Pittsburgh, PA 15224"
Pamela's Upstreet Diner,205,"Breakfast & Brunch,Diners",40.43762,-79.92283,4.0,$,Shadyside,Pittsburgh,"1711 Murray Ave,Pittsburgh, PA 15217"
Ramen Bar,339,Ramen,40.4379625914569,-79.9206533432007,3.5,$$,Shadyside,Pittsburgh,"5860 Forbes Ave,Pittsburgh, PA 15217"
Rose Tea Cafe,342,"Taiwanese,Bubble Tea,Cafes",40.43791,-79.9201099,3.5,$$,Shadyside,Pittsburgh,"5874 Forbes Ave,Pittsburgh, PA 15217"
Church Brew Works,1147,"Bars,American (Traditional)",40.462118,-79.96445,3.5,$$,Shadyside,Pittsburgh,"3525 Liberty Ave,Pittsburgh, PA 15201"
Frances,17,"American (Traditional),Salad",40.451124,-79.935072,4.5,$,Shadyside,Pittsburgh,"728 Copeland St,Pittsburgh, PA 15232"
Pie For Breakfast,175,"American (New),Breakfast & Brunch",40.44994,-79.95066,4.0,$$,Shadyside,Pittsburgh,"200 North Craig St,Pittsburgh, PA 15213"
Baby Loves Tacos,123,"Tacos,Pop-Up Restaurants",40.46272,-79.95166,4.5,$,Shadyside,Pittsburgh,"4508 Liberty Ave,Pittsburgh, PA 15224"
Big Dog Coffee,290,"Desserts,Coffee & Tea",40.426,-79.96665,4.5,$,Shadyside,Pittsburgh,"2717 Sarah St,Pittsburgh, PA 15203"
Square Cafe,548,"Breakfast & Brunch,Vegetarian,Cafes",40.432113757304,-79.893269196457,4.0,$$,Shadyside,Pittsburgh,"1137 S Braddock Ave,Pittsburgh, PA 15218"
B52 Cafe,260,"Coffee & Tea,Vegan,Middle Eastern",40.4804344177246,-79.9541091918945,4.5,$$,Shadyside,Pittsburgh,"5202 Butler St,Pittsburgh, PA 15201"
Salim's Middle Eastern Food Store,61,"Delis,Imported Food",40.4528,-79.94938,4.5,$,Shadyside,Pittsburgh,"4705 Centre Ave,Pittsburgh, PA 15213"
Aladdin's Eatery - Pittsburgh-Squirrel Hill,196,"Middle Eastern,Mediterranean,Vegetarian",40.43777,-79.91989,4.0,$$,Shadyside,Pittsburgh,"5878 Forbes Ave,Pittsburgh, PA 15217"
Patron Mexican Grill,161,Mexican,40.460170134902,-79.9249215424061,3.5,$$,Shadyside,Pittsburgh,"133 S Highland Ave,Pittsburgh, PA 15206"
Azorean Cafe,84,"Portuguese,Breakfast & Brunch",40.46209,-79.94922,4.5,$,Shadyside,Pittsburgh,"4715 Liberty Ave,Pittsburgh, PA 15224"
Morcilla,312,Spanish,40.4645572158093,-79.9661576054382,4.5,$$$,Shadyside,Pittsburgh,"3519 Butler St,Pittsburgh, PA 15201"
D's Six Pax & Dogz,399,"Pubs,American (Traditional)",40.432083,-79.893639,4.5,$$,Shadyside,Pittsburgh,"1118 S Braddock Ave,Pittsburgh, PA 15218"
Oishii Bento,297,"Japanese,Korean,Sushi Bars",40.4418999,-79.95714,4.0,$$,Shadyside,Pittsburgh,"119 Oakland Ave,Pittsburgh, PA 15213"
Geppetto Cafe,261,"Creperies,Coffee & Tea,Breakfast & Brunch",40.4701499,-79.961,4.5,$$,Shadyside,Pittsburgh,"4121 Butler St,Pittsburgh, PA 15201"
Piper's Pub,402,"British,Irish,Pubs",40.4284324645996,-79.9794692993164,4.5,$$,Shadyside,Pittsburgh,"1828 E Carson St,Pittsburgh, PA 15203"
All India,225,Indian,40.4521894,-79.9525714,4.0,$$,Shadyside,Pittsburgh,"315 N Craig St,Pittsburgh, PA 15213"
Sichuan Gourmet,293,Szechuan,40.43588,-79.92307,3.5,$$,Shadyside,Pittsburgh,"1900 Murray Ave,Pittsburgh, PA 15217"
Umami,322,"Sushi Bars,Japanese,Bars",40.46664,-79.96419,4.5,$$,Shadyside,Pittsburgh,"202 38th St,(Above Round Corner Cantina),Pittsburgh, PA 15201"
Tazza D'oro,169,"Coffee & Tea,Cafes",40.47488,-79.91885,4.5,$,Shadyside,Pittsburgh,"1125 N Highland Ave,Pittsburgh, PA 15206"
Independent Brewing Company,166,"American (New),Pubs,Beer Bar",40.4376827662703,-79.9195291191728,4.0,$$,Shadyside,Pittsburgh,"1704 Shady Ave,Pittsburgh, PA 15217"
"Pastoli's Pizza, Pasta & Paisans",141,"Pizza,Italian,Chicken Wings",40.43588,-79.92307,4.0,$$,Shadyside,Pittsburgh,"1900 Murray Ave,Pittsburgh, PA 15217"
How Lee Chinese Food,278,Chinese,40.4379,-79.91951,3.5,$$,Shadyside,Pittsburgh,"5888 Forbes Ave,Pittsburgh, PA 15217"
Pho Minh,139,Vietnamese,40.46543,-79.94452,4.0,$,Shadyside,Pittsburgh,"4917 Penn Ave,Pittsburgh, PA 15224"
NU Jewish Bistro,121,"American (New),Delis,Sandwiches",40.4375577,-79.92282,4.0,$$,Shadyside,Pittsburgh,"1711 Murray Ave,Pittsburgh, PA 15217"
Piccolo Forno,468,"Italian,Pizza",40.46709,-79.96444,4.0,$$,Shadyside,Pittsburgh,"3801 Butler St,Pittsburgh, PA 15201"
Crazy Mocha,47,Coffee & Tea,40.4563102722168,-79.9301223754883,3.5,$,Shadyside,Pittsburgh,"5830 Ellsworth Ave,Ste 100,Pittsburgh, PA 15232"
Té Café,125,"Coffee & Tea,Sushi Bars",40.43457,-79.92301,4.5,$,Shadyside,Pittsburgh,"2000 Murray Ave,Pittsburgh, PA 15217"
Salem's Market & Grill,267,"Meat Shops,Butcher,Middle Eastern",40.45843,-79.9737899,4.5,$$,Shadyside,Pittsburgh,"2923 Penn Ave,Pittsburgh, PA 15201"
The Pub Chip Shop,283,"British,Fish & Chips,Breakfast & Brunch",40.42843,-79.97939,4.5,$,Shadyside,Pittsburgh,"1830 E Carson St,Pittsburgh, PA 15203"
Franks Bar and Grill,27,"American (Traditional),Bars",40.451124,-79.9350706,4.5,$,Shadyside,Pittsburgh,"728 Copeland St,Fl 2,Pittsburgh, PA 15232"
Kevin's Deli,60,"Delis,Salad,Sandwiches",40.447311,-79.951394,4.5,$,Shadyside,Pittsburgh,"4415 5th Ave,Ste 120,Pittsburgh, PA 15213"
Jean-Marc Chatellier's French Bakery,169,"Bakeries,Desserts,Macarons",40.48131,-79.9749,4.5,$$,Shadyside,Pittsburgh,"213 North Ave,Pittsburgh, PA 15209"
Ineffable Ca Phe,138,"Vietnamese,Coffee & Tea,Sandwiches",40.46466,-79.95929,4.5,$,Shadyside,Pittsburgh,"3920 Penn Ave,Pittsburgh, PA 15224"
T-Swirl Crepe,84,"Creperies,Japanese",40.437483,-79.9231457,4.5,$,Shadyside,Pittsburgh,"1714 Murray Ave,Pittsburgh, PA 15217"
Teppanyaki Kyoto,188,Japanese,40.4757080078125,-79.9204254150391,4.0,$$,Shadyside,Pittsburgh,"5808 Bryant St,Pittsburgh, PA 15206"
Sausalido,161,"Modern European,American (New),Venues & Event Spaces",40.462652,-79.950126,4.0,$$,Shadyside,Pittsburgh,"4621 Liberty Ave,Pittsburgh, PA 15224"
Tram's Kitchen,334,Vietnamese,40.46525,-79.95596,4.0,$,Shadyside,Pittsburgh,"4050 Penn Ave,Pittsburgh, PA 15224"
Garbarinos,40,Italian,40.46058,-79.92704,4.0,$,Shadyside,East Liberty,"5925 Baum Blvd,East Liberty, PA 15206"
Penn Ave Fish Company,331,"Sushi Bars,Seafood,Seafood Markets",40.4523086547852,-79.981819152832,4.0,$$,Shadyside,Pittsburgh,"2208 Penn Ave,Pittsburgh, PA 15222"
SoFresh,20,"Gluten-Free,Salad,Wraps",40.4590422,-79.9250618288361,4.0,$,Shadyside,Pittsburgh,"177 S Highland Ave,Ste A-101,Pittsburgh, PA 15206"
Silk Elephant,255,"Thai,Tapas Bars",40.437802,-79.92303,3.5,$$,Shadyside,Pittsburgh,"1712 Murray Ave,Squirrel Hill,Pittsburgh, PA 15217"
Carnegie Museum of Art,65,Art Museums,40.4434089660645,-79.948844909668,4.5,$,Shadyside,Pittsburgh,"4400 Forbes Ave,Pittsburgh, PA 15213"
Kiin Lao & Thai Eatery,65,"Laotian,Thai",40.43776,-79.92117,4.5,$$,Shadyside,Pittsburgh,"5846 Forbes Ave,Pittsburgh, PA 15217"
Starbucks,27,Coffee & Tea,40.4590135703583,-79.927668,4.0,$,Shadyside,Pittsburgh,"5932 Penn Cir S,Pittsburgh, PA 15206"
Burgatory,487,"Burgers,American (New),Beer Bar",40.4866432156426,-79.8884799723552,4.0,$$,Shadyside,Pittsburgh,"932 Freeport Rd,Pittsburgh, PA 15238"
Aiello's Pizza,245,"Pizza,Italian,Beer Bar",40.43326,-79.92324,4.0,$$,Shadyside,Pittsburgh,"2112 Murray Ave,Pittsburgh, PA 15217"
Pad Thai Noodle,66,"Thai,Noodles",40.46075,-79.94779,4.5,$,Shadyside,Pittsburgh,"4770 Liberty Ave,Pittsburgh, PA 15224"
Roots Natural Kitchen,112,Salad,40.44076,-79.95783,4.5,$,Shadyside,Pittsburgh,"3610 Forbes Ave.,Pittsburgh, PA 15213"
"La Palapa, Mexican Cuisine & Mezcal Bar",287,"Mexican,Cocktail Bars,Soup",40.428196,-79.973514,4.0,$$,Shadyside,Pittsburgh,"2224 E Carson St,Pittsburgh, PA 15203"
Great Harvest Bread Co,43,"Bakeries,Sandwiches,Cafes",40.459176349642,-79.9182679558258,4.5,$,Shadyside,Pittsburgh,"6401 Penn Ave,Pittsburgh, PA 15206"
Scoops in Bloomfield,56,"Ice Cream & Frozen Yogurt,Custom Cakes,Cupcakes",40.460400261899,-79.946845533727,4.5,$,Shadyside,Pittsburgh,"4806 Liberty Ave,Pittsburgh, PA 15224"
